Title;0.879908;0.919816;0.959723;0.999631;1.03954;1.07945;1.11935;1.27898;1.31889;1.3588;1.39871;1.43861;1.47852;1.51843;1.55834;1.59824;1.63815;1.67806;1.71797;1.75788;1.79778;1.83769;1.8776;1.91751;1.95741;1.99732;2.03723;2.07714;2.11704;2.15695;2.19686;2.23677;2.27667;2.31658;2.35649;2.3964;2.4363;2.47621;2.51612;2.55603;2.59594;2.63584;2.79547;2.83538;2.87529;2.9152;2.9551;2.99501;3.03492;3.07483;3.11473;3.15464;3.19455;3.23446;3.27436;3.31427;3.39409;3.43399;3.4739;3.51381;3.55372;3.59363;3.63353;3.67344;3.71335;3.75326;3.79316;3.83307;3.87298;3.91289;3.95279;3.9927;4.03261;4.07252;4.11242;4.15233;4.19224;4.23215;4.27205;4.31196;4.35187;4.39178;5.62891;5.66882;5.70873;5.74864;5.78854;5.82845;5.86836;5.90827;5.94817;5.98808;6.02799;6.0679;6.1078;6.14771;6.18762;6.22753;6.26743;6.30734;6.34725;6.38716;6.42707;6.46697;6.50688;6.54679;6.5867;6.6266;6.66651;6.70642;6.74633;6.78623;6.82614;6.86605;6.90596;6.94586;6.98577;7.02568;7.06559;7.10549;7.1454;7.18531;7.22522;7.26513;7.30503;7.34494;7.38485;7.42476;7.46466;7.50457;7.54448;7.58439;7.62429;7.6642;7.70411;7.74402;7.78392;7.82383;7.86374;7.90365;7.94355;7.98346;8.02337;8.06328;8.10318;8.14309;8.183;8.22291;8.26282;8.30272;8.34263;8.38254;8.42245;8.46235;8.50226;8.54217;8.58208;8.62198;8.66189;8.7018;8.74171;8.78161;8.82152;8.86143;8.90134;8.94124;8.98115;9.02106;9.06097;9.10088;9.14078;9.18069;9.2206;9.26051;9.30041;9.34032;9.38023;9.42014;9.46004;9.49995
T_12h_1;-0.00515321;0.152993;0.435841;1.13574;0.708043;0.807136;0.136266;0.0271948;0.255225;1.06121;1.47523;0.0680233;0.178076;3.1188;0.927247;0.161621;0.0328621;0.732396;0.1682;0.350339;0.255725;0.548664;0.154541;0.0541856;3.88541;0.240946;0.325111;0.349414;2.14605;0.917023;1.11552;0.855222;0.0332034;0.0759577;0.103348;4.28731;1.44022;0.719838;0.55382;0.0467022;-0.0797395;0.135561;0.579342;0.0532722;0.153095;0.191188;2.17396;7.53313;0.253709;3.41296;6.57814;0.579033;8.24418;3.23038;4.28614;0.825452;2.53271;1.13772;0.752957;1.2562;0.682957;1.64081;0.832598;1.08912;1.75989;1.35575;1.76313;0.868418;3.85078;8.69021;1.24199;0.622744;0.598924;0.302528;0.193622;0.084085;0.184987;0.170688;-0.0222806;0.00210843;0.39118;0.0700103;0.0602128;0.0525026;0.037521;0.023542;0.0191038;0.0184166;0.019911;-0.00534097;0.00333505;0.0371135;0.106593;0.0196803;0.0209165;0.00222349;0.109773;-0.0194685;-0.00285122;-0.0196441;-0.00258049;0.0145832;-0.00793522;0.143386;-0.000704268;-0.00550702;-0.0362632;-0.0244619;-0.0410894;-0.0259788;-0.0215168;0.0311143;-0.0260676;0.00322558;0.0441317;0.0760554;-0.0522198;-0.0390094;-0.026564;0.0233221;-0.0252465;-0.00672895;0.113318;0.0027908;0.0504239;0.0737823;0.0655652;0.051031;0.044666;-0.0224245;0.0131478;-0.0067078;-0.0291919;-0.0331722;-0.0259792;-0.0259613;-0.0229276;-0.0265615;-0.027658;-0.0452671;-0.0211797;0.0210224;-0.0213823;-0.0291896;-0.0220534;-0.0329;0.00385896;0.166673;-0.0126962;0.0309847;-0.0251571;-0.0271289;-0.0441322;-0.0265043;0.0032558;-0.00652637;0.0467423;-0.0456418;-0.0439561;-0.0429149;-0.0521134;-0.0492623;-0.0326333;-0.031206;-0.0300991;-0.0295015;-0.0336803;-0.00337662;-0.0394741;-0.0268633;-0.0480282;-0.0448394;-0.0582924;-0.0383381;-0.0513928;-0.0375247;-0.0304363;-0.00391987;-0.0400987;-0.0555939
T_12h_2;-0.0356553;0.144821;0.473561;1.1284;0.643397;0.577937;-0.0519676;-0.051072;0.157155;0.953726;1.24723;0.0147701;0.16388;3.83191;0.549217;-0.00618891;-0.0287551;0.598458;0.094255;0.268528;0.186174;0.422756;0.0293979;0.00427642;2.51503;0.0917109;0.253705;0.280452;2.373;0.78909;0.95444;0.591359;0.00299705;-0.0409161;0.0550736;8.54522;2.03134;0.608613;0.422942;-0.0547159;-0.178525;0.030841;0.875174;-0.148968;-0.0193269;0.113966;2.25745;7.35675;0.0472485;3.60717;6.5194;0.550176;8.38833;2.9226;4.03366;0.504395;1.83175;0.601601;0.292024;0.501141;0.281292;4.18466;1.46501;3.24942;2.97951;0.848944;1.83141;1.87441;3.33191;8.60308;1.07046;0.5474;0.397607;0.125911;0.0532551;-0.0914021;-0.00502133;-0.0151355;-0.172546;-0.165067;0.218023;-0.0516406;0.270708;0.231571;0.203756;0.168277;0.170248;0.151125;0.126795;0.113277;0.0912702;0.158389;0.186405;0.0902789;0.045359;0.0487991;0.173401;0.052218;0.0468837;0.00610559;0.0101851;0.0274469;-0.0065592;0.0725525;0.000691661;-0.000360753;-0.034966;-0.0314479;-0.0501325;-0.033115;-0.0198273;-0.00364049;-0.0368106;-0.00291893;0.000646783;0.0470729;-0.0463294;-0.0477883;-0.0559984;-0.0345039;-0.0733359;-0.0511569;0.117179;-0.0492432;0.0427061;0.0446517;0.0183042;0.0494472;0.0501791;-0.059718;-0.0675846;-0.054648;-0.058124;-0.0322486;-0.0545569;-0.044879;-0.0853915;-0.0886979;-0.0613852;-0.0719841;-0.0789315;-0.0112345;-0.0582635;-0.0767509;-0.0733666;-0.114223;-0.0436463;0.114657;-0.0625032;-0.019435;-0.0884122;-0.0868167;-0.0937346;-0.0811374;-0.0375368;-0.0779693;-0.00763025;-0.0695287;-0.0919515;-0.0912294;-0.0870205;-0.0963515;-0.093645;-0.0967398;-0.097955;-0.0838289;-0.0901723;-0.117181;-0.0832181;-0.0907539;-0.09081;-0.0729827;-0.0862375;-0.0998811;-0.0894976;-0.0914559;-0.091598;-0.0806142;-0.0824232;-0.070424
T_12h_3;-0.0585217;0.0609927;0.319901;1.06589;0.67315;0.605887;0.0121087;-0.0902042;0.106565;0.99115;0.990293;0.0160882;0.102539;3.19855;0.630233;0.0704618;-0.0271937;0.585296;0.13203;0.303971;0.2067;0.402961;0.0515205;-0.000842629;2.23159;0.155906;0.273186;0.254702;2.18796;0.833075;0.985221;0.537725;0.0327179;-0.0215116;0.0274726;6.2163;1.79128;0.689959;0.533815;0.0290307;-0.0994329;0.0698963;1.22076;0.0621738;0.124671;0.2015;2.22844;7.01101;0.258966;3.59907;6.26805;0.744477;8.12902;3.04743;4.16209;0.797183;1.80394;1.27178;0.920143;1.47455;0.845378;4.19022;1.35793;3.042;2.80266;1.58023;2.28758;2.07764;4.15235;8.49311;1.35204;0.638776;0.587074;0.32759;0.257378;0.202332;0.269003;0.264428;0.141314;0.188596;0.599437;0.366814;0.182309;0.13477;0.0894172;0.0814105;0.069964;0.0376413;0.0259656;0.0211009;0.0216785;0.053569;0.0872083;-0.00200784;-0.0292023;-0.0222162;0.0409468;-0.0460892;-0.0520189;-0.0897316;-0.0656388;-0.0983024;-0.0775947;-0.00171396;-0.0962177;-0.0972799;-0.0954026;-0.104374;-0.0993476;-0.0948943;-0.0784199;-0.0816549;-0.0873685;-0.0938882;-0.0698534;-0.00806322;-0.118123;-0.100434;-0.0772961;-0.0650911;-0.109148;-0.110972;-0.0162474;0.0017054;-0.022189;-0.0041896;-0.00145354;-0.000970325;-0.0269415;-0.100503;-0.105147;-0.0961945;-0.10877;-0.0904732;-0.119316;-0.0850949;-0.106246;-0.0955315;-0.0899599;-0.115409;-0.0914256;-0.0930655;-0.103862;-0.11795;-0.112466;-0.0959221;-0.0871834;0.104217;-0.078562;-0.0616383;-0.108943;-0.118925;-0.122475;-0.0993835;-0.0772029;-0.0807237;-0.0521713;-0.13503;-0.0964317;-0.113933;-0.128686;-0.124534;-0.128437;-0.115576;-0.117033;-0.109055;-0.117431;-0.118961;-0.124756;-0.121692;-0.11289;-0.105522;-0.108682;-0.112018;-0.0959747;-0.117044;-0.101005;-0.110458;-0.111505;-0.0939137
T_24h_1;0.0147676;0.127622;0.37059;1.13622;0.745138;0.66559;0.0828639;0.0706489;0.241366;0.861392;0.895202;0.0805088;0.22267;2.46369;0.45809;0.108119;0.0723463;0.649327;0.227686;0.448127;0.33676;0.445405;0.170473;0.175539;1.60358;0.245934;0.353314;0.387194;1.74154;0.895254;1.03616;0.491045;0.156553;0.205002;0.247069;3.94836;1.1119;0.756778;0.651791;0.155362;0.0923074;0.250628;0.695384;0.220808;0.39535;0.54019;2.72252;5.87897;0.309937;3.79393;5.84048;0.766163;7.89461;2.37604;3.50904;0.689979;2.30958;1.94045;1.41281;2.48963;1.15353;3.35896;1.02336;2.30234;2.24436;2.37614;2.55159;2.00979;4.96281;7.91703;1.12215;0.310363;0.391298;0.190541;0.0976396;0.00945427;0.144336;0.140309;0.00674378;0.0466776;0.346688;0.123419;-0.0213363;-0.0646708;-0.0461491;-0.0585535;-0.0520953;-0.0583596;-0.0483272;-0.05131;-0.0357537;-0.0113318;-0.0194033;-0.0436008;-0.0387457;-0.0462798;-0.00183017;-0.0636028;-0.0658975;-0.0505815;-0.0340477;-0.0488514;-0.0473355;0.000974541;-0.0394284;-0.0372701;-0.046653;-0.0516439;-0.0557524;-0.0407818;-0.0322338;-0.0313155;-0.0322295;-0.0173459;0.0130431;0.0394103;-0.0423292;-0.0421488;-0.0422399;0.00203626;-0.039016;-0.00142176;0.100713;-0.0297181;0.0188097;0.0695301;0.0563631;0.0505753;0.051303;-0.0370511;-0.0475378;-0.0306744;-0.020264;-0.00126622;-0.0269011;-0.0337046;-0.0270593;-0.0291389;-0.0016207;-0.0297079;-0.0295813;0.0105081;-0.0187374;-0.0105882;-0.0426194;-0.0142556;0.00323676;0.151111;-0.0212941;0.00307374;-0.0277149;-0.0333828;-0.0176836;-0.00811745;-0.00798425;2.42E-05;0.00619422;-0.0363967;-0.0217359;-0.034785;-0.0356904;-0.0272366;-0.0288529;-0.0251967;-0.0155706;-0.044436;-0.0154097;-0.0200313;-0.0250986;-0.0352162;-0.0162552;-0.0158076;-0.0118888;-0.0231063;-0.0246271;-0.0306294;-0.0236232;-0.0193688;-0.0234453;-0.0313291
T_24h_2;-0.0637296;0.300369;0.705667;1.65213;0.708858;0.634102;-0.111734;-0.0627787;0.0694214;1.50142;1.41492;0.0923226;0.182774;3.86553;0.811091;-0.00270585;-0.0411434;0.806461;0.254578;0.45404;0.266295;0.469149;0.130591;0.0724254;2.40065;0.105983;0.196692;0.302557;3.19283;0.93045;0.956253;0.753342;-0.11543;-0.0791227;-0.0345393;2.72306;1.37836;0.524155;0.341404;-0.178033;-0.233861;-0.0514053;1.04899;-0.227341;-0.104051;-0.0856855;1.90307;7.33587;0.326351;3.42454;6.36381;0.383491;8.42077;3.99705;4.94771;0.671711;4.48676;1.30109;0.828775;1.39938;0.685861;2.76503;1.16065;2.09359;2.54602;1.56897;2.12743;2.0901;4.08554;9.20427;1.58359;0.767468;0.62766;0.330691;0.254005;0.358055;0.238634;0.243837;0.107138;0.0936136;0.57373;0.261521;0.325075;0.259564;0.233344;0.181591;0.182054;0.148885;0.112276;0.123207;0.086972;0.129984;0.150794;0.0413983;-0.00604486;0.00807121;0.0934459;-0.0145761;-0.0307334;-0.037911;-0.0545843;-0.0485968;-0.0712242;0.0988208;-0.0841804;-0.070391;-0.0873681;-0.113553;-0.112823;-0.106497;-0.112958;-0.0911311;-0.116973;-0.0565608;-0.0386738;-0.0109063;-0.133773;-0.149789;-0.127597;-0.0894941;-0.0984872;-0.0998057;-0.048787;-0.0445519;0.0436746;0.0432431;0.00464489;-0.0156426;-0.0771577;-0.110293;-0.113967;-0.111473;-0.143734;-0.11819;-0.135769;-0.136711;-0.144784;-0.178744;-0.169768;-0.0893832;-0.152306;-0.115309;-0.121969;-0.150293;-0.161797;-0.152836;-0.126174;0.0307076;-0.148596;-0.107289;-0.15988;-0.173278;-0.191684;-0.161168;-0.142127;-0.138024;-0.0948505;-0.152594;-0.187323;-0.179331;-0.145287;-0.172411;-0.175377;-0.14291;-0.186951;-0.173438;-0.168804;-0.176918;-0.181832;-0.167617;-0.174526;-0.177292;-0.165807;-0.154818;-0.163081;-0.168392;-0.128983;-0.154202;-0.171338;-0.140461
T_24h_3;0.00276714;0.272864;0.659928;1.4427;0.752259;0.722533;0.0184141;0.0752071;0.22617;1.29056;1.47619;0.139082;0.273651;2.98719;0.764051;0.0889369;0.0748761;0.776874;0.279281;0.489712;0.327341;0.527115;0.225228;0.213698;2.46988;0.212443;0.340158;0.406925;3.08265;0.899223;0.984605;0.920889;0.0482131;0.083391;0.154334;2.74871;1.16194;0.619479;0.447425;-0.0328946;-0.109259;0.0955651;0.558165;0.0191931;0.103072;0.0863532;2.02716;7.25526;0.521039;3.54183;6.23379;0.433965;8.16335;3.52073;4.15865;0.7308;2.15917;1.04174;0.710539;1.23141;0.606472;2.65891;1.14689;2.01622;2.31187;1.42759;1.96392;1.66171;3.96483;8.31105;1.07233;0.499537;0.457682;0.129305;0.0544137;0.0790246;0.0642155;0.0716074;-0.0927045;-0.131268;0.239475;-0.0683083;0.0861314;0.0795185;0.0707071;0.0766189;0.0680991;0.0427945;0.0222052;0.0433597;0.0316631;0.0759992;0.110641;0.0155294;0.0183012;0.033076;0.0907167;0.0131329;0.00470299;-0.00371685;0.0073587;-0.010077;-0.00640315;0.183624;-0.00184752;0.00106052;-0.0142959;-0.027477;-0.0244745;-0.00936064;0.00958109;-0.00500977;-0.00753583;0.0263082;0.0411303;0.0874665;-0.0277632;-0.0291716;-0.00631143;-0.0063181;0.00747137;0.000397132;0.140588;-0.00711989;0.0763812;0.109546;0.101841;0.0927238;0.0509378;-0.0395539;-0.0273777;-0.0257572;-0.0265422;-0.00288548;-0.0237661;-0.0169768;-0.0115944;-0.0111443;-0.0220741;-0.0151516;-0.0210344;0.0273566;0.00599007;0.0033461;-0.0227165;-0.0346335;-0.00115518;0.176076;-0.00256467;0.0330613;-0.037344;-0.0558827;-0.033266;-0.0144608;-0.0023428;-0.007121;-0.0176041;-0.0206209;-0.0353198;-0.0573226;-0.0366728;-0.0343263;-0.0464195;-0.0188335;-0.0450975;-0.0304441;-0.0504866;-0.0463185;-0.0391262;-0.0357661;-0.0580654;-0.0439876;-0.0340618;-0.0392165;-0.0481024;-0.0419755;-0.0638407;-0.0557871;-0.0535015;-0.0516334
T_29h_1;0.0887366;1.14114;1.50913;2.552;0.80444;0.565991;-0.016976;0.17092;0.202205;1.25807;1.8057;0.439443;0.509782;4.65775;1.09183;0.178763;0.263467;1.07814;0.776231;0.860623;0.545849;0.816238;0.509151;0.423482;2.66708;0.329662;0.513673;0.752123;3.09305;1.2076;0.937288;1.24757;0.101021;0.211382;0.274839;4.21139;1.94612;0.494272;0.277188;-0.0463351;-0.0933285;0.0943471;0.781183;0.00235038;0.127064;0.151656;1.89285;6.31594;1.05201;3.57477;5.4993;0.81865;7.30658;3.88755;1.93251;0.277793;3.33115;0.248097;0.0599983;0.063022;0.269469;2.30347;1.20855;2.09883;2.6531;0.604809;1.61887;1.62597;3.33648;7.13505;1.15233;0.849658;0.592471;0.217449;0.250787;0.293373;0.452079;0.360001;0.22612;0.25224;0.863144;0.465216;-0.00402554;-0.00551587;-0.0409862;-0.0640615;-0.0525564;-0.0451026;-0.0414454;-0.0838908;-0.0890546;-0.00116451;0.0126348;-0.0851445;-0.0964615;-0.0867144;0.0297974;-0.100285;-0.12963;-0.131659;-0.103015;-0.111445;-0.12108;0.0414451;-0.139955;-0.122944;-0.132517;-0.131801;-0.136247;-0.117177;-0.10736;-0.0660452;-0.0746782;0.0635586;-0.027202;-0.0253462;-0.120959;-0.10245;-0.0787217;-0.0768317;-0.0142458;0.0476462;0.0587964;-0.0113604;0.14933;0.132826;0.153262;0.0379042;-0.0535928;-0.10695;-0.100186;-0.0976265;-0.12009;-0.0888704;-0.0984572;-0.104775;-0.124025;-0.0828834;-0.0754076;-0.0591176;-0.0819858;-0.0709595;-0.0572466;-0.0722308;-0.105114;-0.108659;-0.0658797;0.0757628;-0.0959927;-0.0252021;-0.111652;-0.113125;-0.118105;-0.0733303;-0.0584627;-0.0351417;-0.0523254;-0.0762702;-0.111889;-0.116112;-0.106086;-0.104267;-0.100147;-0.0703609;-0.108977;-0.0841915;-0.113001;-0.102954;-0.114;-0.0961606;-0.080248;-0.0926118;-0.0893108;-0.114505;-0.0909016;-0.0714457;-0.071782;-0.0987549;-0.0787995;-0.0767042
T_29h_2;0.0433344;0.844703;1.17457;2.25006;0.844281;0.617723;0.043655;0.124716;0.160608;0.937079;1.4311;0.354218;0.402128;3.42997;1.05599;0.210133;0.255464;1.00746;0.684519;0.791699;0.530025;0.781579;0.455792;0.343707;2.16354;0.378703;0.50113;0.649333;3.09675;1.17149;1.03011;1.00328;0.15202;0.248717;0.297701;3.2756;1.64041;0.634012;0.44232;0.0508455;0.009823;0.157394;0.565542;0.0642934;0.223591;0.280997;2.01333;4.67886;0.686992;3.21784;5.50542;0.892275;6.98229;2.95896;4.90201;0.732718;3.28343;0.816058;0.512188;0.769739;0.557717;2.21262;1.04812;1.85217;2.38599;1.14278;1.74142;1.40094;3.75031;7.3804;1.37863;0.813094;0.709849;0.413613;0.286576;0.210085;0.452178;0.472114;0.194452;0.176577;0.718427;0.402398;-0.0165866;-0.017406;-0.0176865;-0.0377359;-0.0366138;-0.0253758;-0.0420051;-0.0457134;-0.04411;0.0341985;0.0116412;-0.0480093;-0.0660505;-0.0541245;0.0337806;-0.0827461;-0.0914463;-0.0764482;-0.0645562;-0.0722506;-0.0865675;0.059458;-0.0960168;-0.0915734;-0.100295;-0.0876779;-0.0817182;-0.0870121;-0.0606396;-0.0353172;-0.0622477;0.0694877;-0.0040169;-0.00810118;-0.0842548;-0.0783882;-0.0441021;-0.00715685;0.0182163;0.0327599;0.0803048;-0.00963639;0.135304;0.157383;0.143697;0.0580611;-0.00631969;-0.0895706;-0.0736541;-0.0799654;-0.0957178;-0.0536509;-0.06322;-0.0881841;-0.0835207;-0.0762789;-0.0347549;-0.0503574;-0.060353;-0.0399264;-0.0452472;-0.0481;-0.0748838;-0.0760982;-0.0547484;0.0805181;-0.0608938;-0.0242842;-0.0803373;-0.103579;-0.0860833;-0.0656494;-0.0499189;-0.0215909;-0.0649248;-0.0544737;-0.082375;-0.0861857;-0.0909897;-0.0833002;-0.0648996;-0.0711431;-0.079755;-0.0820374;-0.0746018;-0.0815777;-0.0801694;-0.0936851;-0.0907877;-0.0853486;-0.0921774;-0.0518641;-0.071524;-0.0705259;-0.061684;-0.0651421;-0.0673215;-0.0825078
T_29h_3;0.0962946;0.947526;1.23019;2.13658;0.715148;0.501396;0.00267632;0.111413;0.262472;1.04735;1.23262;0.329374;0.408083;4.55991;0.738207;0.137111;0.227624;0.891357;0.681273;0.756346;0.484822;0.767166;0.413306;0.277403;2.36129;0.291722;0.483413;0.621495;2.52968;1.05518;0.898497;0.695408;0.0826753;0.138961;0.216513;7.27669;1.99724;0.514437;0.357318;0.00863015;-0.0553146;0.0742832;0.211012;-0.0919143;0.0445158;0.0900908;1.5941;5.66672;0.651995;3.00654;5.08377;0.745417;6.38452;3.36861;5.15127;0.455694;2.81418;0.387126;0.159751;0.13325;0.286097;2.26884;1.16287;1.99491;2.57102;0.599659;1.45638;1.21468;2.91228;6.72032;1.24748;0.861325;0.63627;0.265005;0.298626;0.165517;0.347082;0.254712;0.0746156;0.0313301;0.607676;0.220902;0.0267935;0.0359148;0.0360748;0.00396886;0.00811826;0.0266275;0.0171929;-0.00684367;-0.0173838;0.0667284;0.061659;0.00701988;-0.0122169;-0.0122609;0.136869;-0.0079328;-0.0355805;-0.0262649;-0.0171561;-0.0162901;-0.0375983;0.022222;-0.0524861;-0.0453671;-0.0596808;-0.0485119;-0.0642737;-0.036928;-0.0342207;-0.0298496;-0.0267232;0.0806274;0.0245621;0.0458103;-0.0323267;-0.0260526;-0.0290493;0.0196867;0.0313119;0.0651456;0.132992;0.0105812;0.141539;0.181834;0.197829;0.125235;0.045314;-0.0302651;-0.0306203;-0.0399856;-0.0304581;-0.00917297;-0.0180421;-0.0384236;-0.0494174;-0.0510136;-0.00105543;-0.00816405;-0.00858458;-0.00216287;0.00843282;-0.0100927;-0.0431173;-0.0557245;-0.0145513;0.0885434;-0.0268948;0.0516302;-0.0413502;-0.0558292;-0.0469012;-0.0159637;0.00255191;-0.00687676;0.019564;0.00185939;-0.0336012;-0.0308416;-0.0467667;-0.0404514;-0.0467918;-0.0393373;-0.0569872;-0.037183;-0.0564323;-0.052787;-0.0462916;-0.0599438;-0.0313261;-0.0435241;-0.0678218;-0.046731;-0.0271846;-0.0440193;-0.0298462;-0.0439657;-0.0522453;-0.0385153
T_48h_1;0.118222;0.791655;1.06676;1.79438;0.693299;0.542817;0.0515807;0.195208;0.32447;1.48129;1.09439;0.319218;0.426729;4.53402;0.491838;0.103187;0.203369;0.824849;0.543421;0.662779;0.449937;0.671576;0.351845;0.311839;2.06843;0.266288;0.461142;0.609898;2.11781;0.990554;0.869399;0.586875;0.109087;0.220208;0.336457;5.85763;1.27385;0.481503;0.314284;-0.00440411;-0.0462829;0.0969043;0.363002;0.0133151;0.158442;0.239458;1.95145;5.76674;0.727664;3.30745;5.0715;0.684225;6.71338;3.05921;4.32492;0.471293;2.21674;0.734547;0.446853;0.776845;0.506548;2.62115;1.21222;2.16434;2.51183;1.01389;1.87012;2.07533;3.5315;6.8098;1.01904;0.580096;0.473808;0.200837;0.147613;0.255452;0.208221;0.193752;0.0244181;-0.0107102;0.456546;0.119623;0.00532334;0.0118159;-0.00603595;-0.00904809;-0.00672822;0.0197862;-0.0101898;-0.00857052;0.00577612;0.0408893;0.0513358;-0.00755198;-0.000923251;-0.00322192;0.0963046;-0.0203769;-0.0380347;-0.0368633;-0.0303406;-0.0343998;-0.0224383;0.0410205;-0.0351261;-0.0207023;-0.0153922;-0.0334089;-0.029947;-0.0295872;-0.0155165;-0.0124438;-0.0172468;0.0743379;0.0530781;0.0551902;-0.0242686;-0.0282841;-0.0118043;0.0236274;0.0225978;0.0660678;0.128312;0.0173777;0.125676;0.139276;0.15214;0.118346;0.0587967;-0.00755433;-0.00173928;-0.00114223;-0.0208159;0.0162357;-0.00382092;-0.0110803;-0.010246;-0.0197206;0.0121147;0.00168185;-0.023878;-0.0115351;0.0181843;0.00078212;-0.0390196;-0.00854721;0.00184202;0.13092;-0.00421982;0.0400158;-0.0265916;-0.0226294;-0.0150382;0.00888504;0.00592488;0.0250144;-0.000293636;0.0032511;-0.0515597;-0.0325212;-0.0223168;-0.0223153;-0.0181769;-0.0166654;-0.0127309;-0.0220068;-0.0229232;-0.0246963;-0.00858534;-0.0343942;-0.01261;-0.0219048;-0.0171986;-0.026248;-0.0353613;-0.0284606;-0.0251364;-0.0233872;-0.00987415;-0.0173046
T_48h_2;0.0731042;0.520882;0.725399;1.20969;0.476855;0.382559;0.0343874;0.118236;0.228715;0.997316;0.797887;0.187842;0.297779;3.23716;0.330498;0.0670817;0.136574;0.571948;0.368955;0.441085;0.320335;0.467955;0.257151;0.227738;1.57344;0.175033;0.311752;0.429377;1.49766;0.678545;0.618397;0.475502;0.0823341;0.139114;0.269078;4.68406;0.874672;0.33143;0.210865;0.000746753;-0.0232785;0.0862324;0.21068;0.0285843;0.140499;0.195395;1.40171;4.03898;0.476239;2.39664;3.44165;0.509488;4.64031;2.03306;3.10754;0.279832;1.6163;0.350844;0.189525;0.318065;0.301178;1.85931;0.844774;1.5565;1.80541;0.515401;1.25903;1.36866;2.36582;4.57745;0.611071;0.379997;0.29658;0.0873685;0.0884345;0.137012;0.131118;0.0876115;-0.00160888;-0.0175565;0.336225;0.0680521;-0.00450165;0.00238624;0.000688188;-0.00293154;-0.0128176;-0.0135687;-0.0110604;-0.0196593;-0.0147377;0.0375487;0.0289421;-0.0113584;-0.00968558;-0.00664562;0.0612404;-0.0134972;-0.0135913;-0.0272226;-0.0215754;-0.0191146;-0.01942;0.0251615;-0.016293;-0.0234094;-0.0176444;-0.0291601;-0.0210572;-0.0156737;-0.0037775;-0.0105873;-0.00489079;0.0397077;0.0270418;0.0179001;-0.0135037;-0.0152237;-0.00355429;0.0202321;0.0204468;0.0337121;0.0860962;0.0208398;0.0857605;0.0995421;0.104044;0.0618805;0.0357772;-0.00228796;-0.0187819;-0.0047109;-0.0270092;0.00230271;-0.00767014;-0.0140764;-0.0159573;-0.00397123;0.015603;-0.0104459;-0.0128553;-0.00386135;0.0216934;-0.00505928;-0.0147731;-0.018728;0.0062531;0.101132;-0.00739705;0.035891;-0.0109764;-0.017368;-0.0126823;0.00874106;0.00250849;0.0244529;0.00170048;0.00621959;-0.0175445;-0.00846705;-0.022239;-0.00655841;-0.0109302;-0.00298855;-0.0150787;-0.0244248;-0.0175258;-0.0135687;-0.0194427;-0.0187582;-0.0152061;-0.0239753;-0.00874894;-0.0125132;-0.0120815;-0.0179994;-0.0166683;-0.0127981;-0.0180534;-0.0101757
